Business Date,CCP,Member,Account ID,Account Type,Product Type,Market,Currency,FX Rate,Collateral Type,Collateral Description,Market Value,Excess,Haircut
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912834PB8,1376624.50,0.00,0.11
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912834PH5,1038206.40,0.00,0.11
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912803EF6,912113.33,0.00,0.11
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912834NP9,743385.84,0.00,0.11
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912803EN9,446431.50,0.00,0.11
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912803ET6,261262.76,0.00,0.11
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912803EL3,210795.49,0.00,0.11
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9128334Y3,189084.96,0.00,0.11
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912834NF1,62045.96,0.00,0.11
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Cash,,513411892.31,0.00,0
2020-12-07,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912828ZK9,59079060.00,0.00,0.02
2020-12-07,CME,CSU,250I,Client,IRS,,ZAR,0.0660488894,Cash,,300000000.00,150448600.26,0
2020-12-07,CME,CSU,250I,House,IRS,,USD,1,Bond,CUSIP 912810RZ3,62345000.00,0.00,0.08
2020-12-07,CME,CSU,250I,House,IRS,,USD,1,Bond,CUSIP 912810QH4,106135400.00,0.00,0.08
2020-12-07,CME,CSU,250I,House,IRS,,USD,1,Bond,CUSIP 912810RC4,121723540.00,0.00,0.08
2020-12-07,CME,CSU,250I,House,IRS,,USD,1,Bond,CUSIP 912810RM2,112178670.00,0.00,0.08
2020-12-07,CME,CSU,250I,House,IRS,,USD,1,Bond,CUSIP 912810SF6,127767430.00,0.00,0.08
2020-12-07,CME,CSU,250I,House,IRS,,USD,1,Bond,CUSIP 912828N30,114432560.00,42054180.42,0.02
2020-12-07,CME,CSU,250I,House,IRS,,USD,1,Bond,CUSIP 9128284V9,51449200.00,0.00,0.045
2020-12-07,CME,CSU,250I,House,IRS,,USD,1,Bond,CUSIP 912828Z60,22421300.00,0.00,0.02
2020-12-07,CME,CSU,250I,House,IRS,,USD,1,Cash,,263107.33,263107.33,0
2020-12-07,CME,CSU,250ISECR,House,IRS,,USD,1,Bond,CUSIP 912828V98,19989900.00,0.00,0.045
2020-12-07,CME,CSU,250ISECR,House,IRS,,USD,1,Bond,CUSIP 912828N30,26246000.00,0.00,0.02
2020-12-07,CME,CSU,250ISECR,House,IRS,,USD,1,Bond,CUSIP 912828X47,51313500.00,0.00,0.02
2020-12-07,CME,CSU,250ISECR,House,IRS,,USD,1,Bond,CUSIP 9128285M8,88836750.00,0.00,0.045
2020-12-07,CME,CSU,250ISECR,House,IRS,,USD,1,Bond,CUSIP 912828T91,218026710.00,0.00,0.02
2020-12-07,CME,CSU,250T,Client,ETD,,USD,1,Cash,,4640884.00,1028048.27,0
2020-12-07,CME,CSI,264,House,ETD,,JPY,0.0096126117,Cash,,0,702968261,0
2020-12-07,CME,CSI,264I,House,IRS,,USD,1,Cash,,0.00,864324.13,0
